IS_name	sample_id	contig	itr1_start_position	itr1_end_position	itr2_start_position	itr2_end_position	description
IS_length_2073-IPR013762_360_894	SRS078677	NODE_261_length_32495_cov_13.75	25976	26001	28018	28048	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_2274-IPR012337_288_804-IPR036397_282_804	SRS078677	NODE_397_length_26564_cov_8.02905	3348	3375	5595	5621	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily
IS_length_1274-IPR012337_712_1168-IPR036397_712_1183	SRS078677	NODE_807_length_17559_cov_132.769	3548	3583	4785	4821	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily
IS_length_2510-IPR001207_0_87-PTHR33055_667_1075-IPR002525_697_1075-PTHR33055:SF10_667_1075-IPR001207_1591_2023-IPR001207_1594_2029-IPR001207_1639_1711-IPR001207_2255_2453-IPR001207_2255_2447	SRS078677	NODE_871_length_16856_cov_10.6317	14291	14327	16764	16800	IPR001207:Transposase, mutator type;IPR002525:Transposase, IS111A/IS1328/IS1533, N-terminal;PTHR33055:SF10:PUTATIVE TRANSPOSASE FOR IS117-RELATED;PTHR33055:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1111A
IS_length_2357-IPR003346_96_333-PTHR33055_99_420-PTHR33055:SF10_99_420-PTHR33055_587_995-IPR002525_617_995-PTHR33055:SF10_587_995-IPR001207_1685_1757-IPR001207_1616_2069-IPR001207_1610_2072-PTHR33217:SF5_1610_2072	SRS078677	NODE_871_length_16856_cov_10.6317	14371	14405	16686	16727	IPR001207:Transposase, mutator type;IPR002525:Transposase, IS111A/IS1328/IS1533, N-terminal;IPR003346:Transposase, IS116/IS110/IS902;PTHR33055:SF10:PUTATIVE TRANSPOSASE FOR IS117-RELATED;PTHR33055:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1111A;PTHR33217:SF5:MUTATOR FAMILY TRANSPOSASE
IS_length_2205-IPR013762_1518_2052	SRS078677	NODE_1272_length_13407_cov_4.75929	10185	10232	12350	12389	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_2134-IPR013762_1504_2038	SRS078677	NODE_1272_length_13407_cov_4.75929	10199	10248	12307	12332	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_834-PTHR30298_264_747-IPR002559_279_765	SRS078677	NODE_2333_length_9459_cov_4.2382	4923	4967	5717	5756	IPR002559:Transposase, IS4-like;PTHR30298:H REPEAT-ASSOCIATED PREDICTED TRANSPOSASE
IS_length_882-IPR036515_235_736-IPR036515_253_718-IPR002686_253_706-IPR002686_256_706-PTHR36966_223_712	SRS078677	NODE_5927_length_5358_cov_21.9615	1684	1712	2538	2565	IPR002686:Transposase IS200-like;IPR036515:Transposase IS200-like superfamily;PTHR36966:REP-ASSOCIATED TYROSINE TRANSPOSASE
IS_length_1464-IPR002156_977_1385-IPR002156_965_1388-IPR012337_977_1385-PTHR10642_968_1391-PTHR10642:SF23_968_1391-IPR022892_983_1388-IPR022892_968_1406-IPR036397_968_1400	SRS078677	NODE_6827_length_4874_cov_9.5441	1933	1972	3354	3396	IPR002156:Ribonuclease H domain;IPR012337:Ribonuclease H-like superfamily;IPR022892:Ribonuclease HI;IPR036397:Ribonuclease H superfamily;PTHR10642:RIBONUCLEASE H1;PTHR10642:SF23:RIBONUCLEASE H1
