IS_name	sample_id	contig	itr1_start_position	itr1_end_position	itr2_start_position	itr2_end_position	description
IS_length_2344-IPR013762_1213_1741	14795_59	k119_5075_length_122857_cov_108.1533	37408	37452	39707	39751	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_2747-IPR013762_1304_1844	14795_59	k119_59473_length_75405_cov_50.1180	27818	27843	30529	30564	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_2374-IPR013762_1221_1746	14795_59	k119_2496_length_71904_cov_53.1585	64931	64965	67276	67304	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_951-IPR002686_190_520-IPR002686_175_520-PTHR34322_151_637-IPR036515_151_538-IPR036515_151_634	14795_59	k119_91479_length_67754_cov_7.9979	4818	4848	5732	5768	IPR002686:Transposase IS200-like;IPR036515:Transposase IS200-like superfamily;PTHR34322:TRANSPOSASE, Y1_TNP DOMAIN-CONTAINING
IS_length_1389-IPR013762_584_1184	14795_59	k119_83578_length_65935_cov_30.0293	63715	63740	65078	65103	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_2519-IPR012337_1878_2337-IPR036397_1878_2352	14795_59	k119_17172_length_46693_cov_24.9670	40410	40440	42891	42928	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily
IS_length_2662-IPR012337_1953_2412-IPR036397_1953_2427	14795_59	k119_17172_length_46693_cov_24.9670	40335	40373	42958	42996	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily
IS_length_2391-IPR012337_1814_2273-IPR036397_1814_2288	14795_59	k119_17172_length_46693_cov_24.9670	40474	40509	42834	42864	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily
IS_length_802-IPR013762_92_647	14795_59	k119_137216_length_41856_cov_35.0288	535	566	1305	1336	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1313-PTHR33217:SF5_89_1229-IPR001207_728_800-IPR001207_68_1166-IPR001207_89_1229	14795_59	k119_136350_length_41446_cov_8.9832	29120	29146	30406	30432	IPR001207:Transposase, mutator type;PTHR33217:SF5:MUTATOR FAMILY TRANSPOSASE
IS_length_636-IPR012337_141_540	14795_59	k119_16246_length_25008_cov_27.9555	10766	10805	11368	11401	IPR012337:Ribonuclease H-like superfamily
IS_length_2762-IPR013762_1321_1855	14795_59	k119_122014_length_19430_cov_7.0000	6174	6214	8902	8935	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_2376-IPR008878_289_559-IPR004291_1278_2121-IPR024463_834_1095	14795_59	k119_64515_length_15965_cov_94.5580	13590	13627	15940	15965	IPR004291:Transposase IS66, central domain;IPR008878:Transposase IS66, Orf2;IPR024463:Transposase TnpC, homeodomain
IS_length_1814-IPR025246_314_431-IPR012337_1049_1505-PTHR10948_683_1508-IPR036397_944_1517	14795_59	k119_58577_length_14531_cov_18.7497	304	353	2088	2117	IPR012337:Ribonuclease H-like superfamily;IPR025246:Transposase IS30-like HTH domain;IPR036397:Ribonuclease H superfamily;PTHR10948:TRANSPOSASE
