IS_name	sample_id	contig	itr1_start_position	itr1_end_position	itr2_start_position	itr2_end_position	description
IS_length_2881-IPR010095_357_561-IPR010095_219_438-IPR001959_3_315-IPR010095_2650_2854-IPR010095_2512_2731-IPR001959_2296_2608	24211_2_15	k141_1891_length_141758_cov_160.0789	79302	79334	82150	82182	IPR001959:Probable transposase, IS891/IS1136/IS1341;IPR010095:Transposase IS605, OrfB, C-terminal
IS_length_2803-IPR010095_180_399-IPR010095_318_522-IPR010095_2572_2776-IPR010095_2434_2653	24211_2_15	k141_1891_length_141758_cov_160.0789	79341	79390	82094	82143	IPR010095:Transposase IS605, OrfB, C-terminal
IS_length_2705-IPR010095_267_471-IPR010095_129_348-IPR001959_3_225-IPR010095_2335_2554-IPR010095_2473_2677-IPR001959_2209_2431	24211_2_15	k141_1891_length_141758_cov_160.0789	79392	79423	82056	82096	IPR001959:Probable transposase, IS891/IS1136/IS1341;IPR010095:Transposase IS605, OrfB, C-terminal
IS_length_2331-IPR010095_82_286-IPR010095_2099_2303	24211_2_15	k141_1891_length_141758_cov_160.0789	79577	79603	81881	81907	IPR010095:Transposase IS605, OrfB, C-terminal
IS_length_2313-IPR010095_73_277-IPR010095_2081_2285	24211_2_15	k141_1891_length_141758_cov_160.0789	79586	79613	81871	81898	IPR010095:Transposase IS605, OrfB, C-terminal
IS_length_2161-IPR010095_3_201-IPR010095_1936_2134	24211_2_15	k141_1891_length_141758_cov_160.0789	79662	79690	81794	81822	IPR010095:Transposase IS605, OrfB, C-terminal
IS_length_2101-IPR010095_0_171-IPR010095_1903_2074	24211_2_15	k141_1891_length_141758_cov_160.0789	79692	79734	81750	81792	IPR010095:Transposase IS605, OrfB, C-terminal
IS_length_2035-IPR010095_3_138-IPR010095_1873_2008	24211_2_15	k141_1891_length_141758_cov_160.0789	79725	79769	81725	81759	IPR010095:Transposase IS605, OrfB, C-terminal
IS_length_2230-IPR013762_994_1561	24211_2_15	k141_1971_length_3617_cov_24.7745	577	617	2766	2806	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1347-IPR001207_367_553-IPR001207_460_532	24211_2_15	k141_1660_length_2383_cov_11.8921	1	29	1322	1347	IPR001207:Transposase, mutator type
